Date,Close/Last,Volume,Open,High,Low
07/02/2018,140.77,2819879,139.56,140.88,139.43
06/29/2018,140.43,1849604,140.9,141.66,140.39
06/28/2018,140.33,2490610,139.43,140.69,138.99
06/27/2018,139.46,2958860,141.2,141.89,139.45
06/26/2018,140.77,2085272,140.7,141.252,140.3
06/25/2018,140.45,4347684,141.85,141.99,139.54
06/22/2018,142.45,1226323,143,143.0836,142.37
06/21/2018,142.85,1881270,143.83,143.85,142.56
06/20/2018,143.84,1468383,143.95,144.19,143.588
06/19/2018,143.51,1962026,142.75,143.62,142.4
06/18/2018,143.99,1605719,143.3,144.06,143.031
06/15/2018,144.15,3328398,143.85,144.33,143.23
06/14/2018,144.29,1809680,144.4,144.57,143.8948
06/13/2018,143.88,1402047,144.54,144.6552,143.7975
06/12/2018,144.42,1581285,144.4,144.61,144
06/11/2018,144.12,1664569,144,144.47,143.97
06/08/2018,143.91,1084222,143.27,143.94,143.1201
06/07/2018,143.42,1663460,143.81,144,142.9
06/06/2018,143.63,3011062,142.75,143.63,142.38
06/05/2018,142.37,2952164,142.26,142.52,141.83
06/04/2018,142.16,1592026,141.9,142.2598,141.73
06/01/2018,141.5,1857761,140.93,141.65,140.761
05/31/2018,140.04,1700898,140.88,140.95,139.805
05/30/2018,141.01,1587053,139.97,141.305,139.91
05/29/2018,139.21,2694391,139.8,140.16,138.54
05/25/2018,140.6,1264031,140.6,140.905,140.2801
05/24/2018,140.87,1404441,140.93,141.06,139.8616
05/23/2018,141.1,1431672,140.09,141.1,140
05/22/2018,140.73,1212989,141.56,141.66,140.59
05/21/2018,141.25,1299959,141.06,141.5299,140.84
05/18/2018,140.2,910248,140.36,140.51,139.97
05/17/2018,140.51,1658539,140.38,141.04,140.02
05/16/2018,140.47,1345959,139.85,140.76,139.85
05/15/2018,139.79,2279744,139.95,140.11,139.34
05/14/2018,140.64,1396894,140.94,141.3,140.39
05/11/2018,140.57,1199163,140.41,140.87,140.05
05/10/2018,140.29,1810308,139.51,140.54,139.44
05/09/2018,139.08,1450592,138.2,139.27,137.9
05/08/2018,137.78,1357148,137.59,138.01,136.98
05/07/2018,137.73,1448017,137.65,138.31,137.375
05/04/2018,137.13,2379057,134.97,137.56,134.64
05/03/2018,135.38,2638017,135.19,135.8036,133.66
05/02/2018,135.75,1661563,136.46,136.97,135.54
05/01/2018,136.54,1762742,136.04,136.6,135.12
04/30/2018,136.33,2276750,137.69,137.99,136.25
04/27/2018,137.33,1133874,137.54,137.74,136.8
04/26/2018,137.24,1284584,136.52,137.68,136.25
04/25/2018,135.95,2273355,135.77,136.25,134.61
04/24/2018,135.8,3053576,138.1,138.19,134.86
04/23/2018,137.45,2034128,137.78,138.16,136.81
04/20/2018,137.5,1669620,138.56,138.67,137.0301
04/19/2018,138.6,4003952,138.98,139.179,138.02
04/18/2018,139.36,1554489,139.54,139.85,139.09
04/17/2018,139.17,2218714,138.73,139.53,138.43
04/16/2018,137.72,2889539,137.54,138.15,136.9713
04/13/2018,136.58,2192597,137.72,137.75,136.01
04/12/2018,136.97,1858283,136.73,137.53,136.51
04/11/2018,135.87,2063084,135.67,136.8283,135.3983
04/10/2018,136.5,2154433,136,136.9704,135.46
04/09/2018,134.32,2239383,134.72,136.3,134.16
04/06/2018,133.87,4942619,135.73,136.54,132.9168
04/05/2018,136.74,2681540,136.65,137.23,136.11
04/04/2018,135.79,2928175,132.19,136.1,132.1
04/03/2018,134.28,3737342,133.35,134.54,132.35
04/02/2018,132.63,5703820,135.29,135.57,131.26
03/29/2018,135.72,2350389,134.49,136.59,134.16
03/28/2018,133.88,4740399,134.36,135.19,133.23
03/27/2018,134.19,3309676,137.18,137.31,133.43
03/26/2018,136.61,3859570,135.09,136.73,133.76
03/23/2018,133.1,5695935,136.13,136.65,133.0289
03/22/2018,135.95,3125872,138.15,138.61,135.85
03/21/2018,139.93,2106551,140.05,141.2352,139.78
03/20/2018,140.05,1671966,140,140.42,139.66
03/19/2018,139.84,3154007,141.16,141.4,138.86
03/16/2018,141.66,2641396,141.58,142.1899,141.58
03/15/2018,141.42,1927886,141.96,142.22,141.11
03/14/2018,141.61,2103134,142.9,142.99,141.35
03/13/2018,142.33,2080650,143.86,144.14,142.01
03/12/2018,143.22,1998828,143.49,143.85,142.9586
03/09/2018,143.3,2325273,141.79,143.3,141.55
03/08/2018,140.96,2306907,140.83,141.03,140.11
03/07/2018,140.43,2569084,139.05,140.61,138.97
03/06/2018,140.31,2786771,140.36,140.61,139.3245
03/05/2018,139.8,2916936,137.55,140.15,137.5
03/02/2018,138.24,3021296,136.28,138.51,135.83
03/01/2018,137.35,4846361,139.07,139.88,136.401
02/28/2018,139,2290651,141.18,141.4,138.97
02/27/2018,140.55,2305323,142.41,142.86,140.55
02/26/2018,142.34,1765269,141.5,142.4101,141.04
02/23/2018,140.86,1439876,139.45,140.86,139.1395
02/22/2018,138.71,2111956,139.19,140.09,138.38
02/21/2018,138.62,2182053,139.45,140.96,138.61
02/20/2018,139.27,2490000,139.56,140.4399,138.8201
02/16/2018,140.11,2813264,139.68,141.2289,139.67
02/15/2018,140.05,2853029,139.33,140.05,137.95
02/14/2018,138.36,3076665,135.62,138.55,135.57
02/13/2018,136.45,2973103,135.34,136.7,135.01
02/12/2018,136.02,4249416,135.35,136.85,134.23
02/09/2018,134.23,9472938,133.9,135.21,129.841
02/08/2018,132.41,7680786,137.53,137.8,132.35
02/07/2018,137.35,6175152,137.83,139.56,137.35
02/06/2018,137.96,10790310,133.26,138.2424,132.5
02/05/2018,135.74,10351180,140.21,141.3999,135.15
02/02/2018,141.3,5322949,143.51,143.68,141.24
02/01/2018,144.37,2923947,143.98,145.02,143.8359
01/31/2018,144.43,4670296,144.94,145.24,143.79
01/30/2018,144.38,4897942,144.74,145.15,144.15
01/29/2018,145.9,2686164,146.58,146.82,145.8152
01/26/2018,146.86,1995824,145.82,146.87,145.6299
01/25/2018,145.34,4233919,145.84,145.84,144.87
01/24/2018,145.28,3409354,145.85,146.11,144.63
01/23/2018,145.42,2260791,145.1,145.5652,144.92
01/22/2018,145.06,2849304,143.84,145.06,143.84
01/19/2018,143.92,2119076,143.49,143.93,143.19
01/18/2018,143.18,2706146,143.42,143.58,142.9
01/17/2018,143.43,2755742,142.72,143.64,142.245
01/16/2018,142.12,3972446,143.53,143.82,141.71
01/12/2018,142.75,2661301,142.08,142.8469,142
01/11/2018,141.92,2187001,141,141.92,140.97
01/10/2018,140.73,2014843,140.57,140.85,140.07
01/09/2018,140.95,2625466,140.92,141.309,140.71
01/08/2018,140.69,2655517,140.31,140.77,140.1
01/05/2018,140.37,2188628,140.02,140.44,139.72
01/04/2018,139.55,2572264,139.42,139.81,139.35
01/03/2018,139.02,3052284,138.39,139.1,138.3
01/02/2018,138.22,3699676,137.75,138.225,137.44
12/29/2017,137.25,2255697,138.08,138.1,137.15
12/28/2017,137.76,2936469,137.79,137.81,137.514
12/27/2017,137.46,2242570,137.58,137.719,137.341
12/26/2017,137.41,2051587,137.34,137.52,137.29
12/22/2017,137.52,1926229,137.64,137.86,137.19
12/21/2017,137.57,2111110,137.62,137.93,137.39
12/20/2017,137.93,2522320,138.5,138.55,137.68
12/19/2017,137.94,3642090,138.72,138.72,137.9
12/18/2017,138.5,2696260,138.26,138.68,138.26
12/15/2017,137.55,2292959,136.95,137.83,136.8702
12/14/2017,136.33,1856136,137.22,137.235,136.27
12/13/2017,136.97,1859132,137.03,137.4299,136.9117
12/12/2017,136.95,1516892,136.98,137.25,136.81
12/11/2017,136.8,1934364,136.5,136.83,136.48
12/08/2017,136.48,1502120,136.27,136.52,136.07
12/07/2017,135.77,1537647,135.14,135.94,135.08
12/06/2017,135.23,2835623,135.11,135.46,135
12/05/2017,135.31,2582756,136.09,136.33,135.23
12/04/2017,135.89,3119310,137.04,137.3847,135.88
12/01/2017,136.07,3585573,136.28,136.5,134.04
11/30/2017,136.34,2854174,135.88,136.92,135.78
11/29/2017,135.3,2066419,135.46,135.79,135.0199
11/28/2017,135.3,2922231,134.25,135.3599,134.144
11/27/2017,133.97,1754440,134.12,134.29,133.865
11/24/2017,134.11,670545,134.08,134.13,133.9752
11/22/2017,133.8,1295574,133.94,134,133.691
11/21/2017,133.9,1956901,133.44,133.94,133.415
11/20/2017,132.98,1805755,132.82,133.05,132.68
11/17/2017,132.64,4850402,132.64,132.91,132.61
11/16/2017,132.89,1730668,132.11,133.1,132.11
11/15/2017,131.69,1772323,131.79,132.08,131.21
11/14/2017,132.37,3776621,132.22,132.42,131.79
11/13/2017,132.61,1876078,132.11,132.75,132.08
11/10/2017,132.54,2042414,132.24,132.63,132.17
11/09/2017,132.52,4320288,132.38,132.74,131.621
11/08/2017,133.06,1267632,132.73,133.12,132.55
11/07/2017,132.84,2527684,133.16,133.33,132.53
11/06/2017,133.07,2017871,132.77,133.165,132.75
11/03/2017,132.82,2677437,132.54,132.885,132.28
11/02/2017,132.47,5097177,132.34,132.53,131.82
11/01/2017,132.44,2275546,132.83,133.0342,132.17
10/31/2017,132.33,2378371,132.27,132.5,132.12
10/30/2017,132.06,1689224,132.42,132.54,131.895
10/27/2017,132.64,2672833,131.94,132.6743,131.765
10/26/2017,131.57,5396704,131.72,132.01,131.49
10/25/2017,131.4,2185749,131.91,131.95,130.69
10/24/2017,132.09,1574473,132.16,132.23,131.886
10/23/2017,131.86,1755907,132.63,132.68,131.79
10/20/2017,132.42,1751117,132.07,132.45,132.07
10/19/2017,131.71,1942636,131.25,131.71,130.94
10/18/2017,131.68,1471106,131.8,131.83,131.57
10/17/2017,131.51,1340788,131.5,131.5699,131.34
10/16/2017,131.45,1789749,131.5,131.65,131.27
10/13/2017,131.36,1543970,131.55,131.59,131.28
10/12/2017,131.26,2170952,131.16,131.45,131.115
10/11/2017,131.42,2012688,131.24,131.43,131.1
10/10/2017,131.24,2915397,131.25,131.48,130.94
10/09/2017,130.93,1012116,131.3,131.3558,130.765
10/06/2017,131.19,1635034,131.06,131.2299,130.911
10/05/2017,131.28,2387311,130.73,131.34,130.72
10/04/2017,130.59,1495730,130.45,130.78,130.3
10/03/2017,130.46,1825135,130.31,130.5,130.13
10/02/2017,130.2,2678085,129.64,130.2,129.55
09/29/2017,129.52,1720608,129.02,129.56,129.01
09/28/2017,129.1,1484847,128.82,129.13,128.66
09/27/2017,128.89,2373627,128.84,129.1,128.17
09/26/2017,128.19,1851553,128.35,128.51,128.11
09/25/2017,128.16,2185979,128.24,128.43,127.69
09/22/2017,128.37,1601615,128.14,128.44,127.9901
09/21/2017,128.82,1730813,129.12,129.13,128.715
09/20/2017,129.18,1729349,129.1,129.21,128.6
09/19/2017,128.97,1241660,129.06,129.1,128.85
09/18/2017,128.91,1792347,128.85,129.1,128.69
09/15/2017,128.6,1531454,128.31,128.62,128.2
09/14/2017,128.36,1493235,128.23,128.48,128.07
09/13/2017,128.4,1692516,128.23,128.41,128.12
09/12/2017,128.34,2264092,128.04,128.34,128
09/11/2017,127.85,1346941,127.15,127.905,127.15
09/08/2017,126.49,1206255,126.35,126.74,126.2701
09/07/2017,126.58,1218674,126.96,126.96,126.32
09/06/2017,126.64,1449864,126.69,126.86,126.3239
09/05/2017,126.29,2318970,126.92,127.1,125.69
09/01/2017,127.27,2122830,127.23,127.46,127.12
08/31/2017,126.98,3384425,126.46,127.14,126.46
08/30/2017,126.12,1730621,125.46,126.28,125.38
08/29/2017,125.46,1312403,124.59,125.62,124.52
08/28/2017,125.41,1788074,125.66,125.66,125.11
08/25/2017,125.36,1158220,125.42,125.85,125.24
08/24/2017,125.06,1381941,125.5,125.63,124.94
08/23/2017,125.26,1268846,125.07,125.51,125.02
08/22/2017,125.64,2089628,124.73,125.75,124.56
08/21/2017,124.39,1627296,124.22,124.4799,123.79
08/18/2017,124.21,2836216,124.48,124.94,123.95
08/17/2017,124.42,3440313,126.09,126.285,124.42
08/16/2017,126.43,1379829,126.5,126.8,126.23
08/15/2017,126.2,1523039,126.61,126.63,126.08
08/14/2017,126.32,1467446,125.8,126.434,125.61
08/11/2017,125.04,2039119,124.94,125.328,124.8
08/10/2017,124.81,2454416,126.14,126.21,124.8
08/09/2017,126.67,1679930,126.35,126.69,126.17
08/08/2017,126.81,1359331,127.05,127.72,126.61
08/07/2017,127.16,1114756,127.06,127.18,126.88
08/04/2017,126.91,972373,127,127.07,126.7
08/03/2017,126.64,2582488,126.9,126.91,126.52
08/02/2017,126.93,2929463,127.14,127.14,126.37
08/01/2017,127.05,1790596,127.18,127.21,126.8
07/31/2017,126.79,1496636,127.11,127.18,126.6165
07/28/2017,126.86,1468420,126.78,126.96,126.54
07/27/2017,127.07,1708109,127.58,127.58,126.31
07/26/2017,127.29,1624394,127.55,127.599,127.17
07/25/2017,127.38,1709366,127.51,127.57,127.2
07/24/2017,126.96,4894679,126.91,127.06,126.69
07/21/2017,126.95,1819508,126.81,126.99,126.64
07/20/2017,127.12,1462519,127.28,127.28,126.8
07/19/2017,127.04,1276388,126.51,127.05,126.51
07/18/2017,126.31,2009837,126.11,126.33,125.78
07/17/2017,126.23,1798432,126.28,126.45,126.12
07/14/2017,126.23,1410947,125.77,126.495,125.65
07/13/2017,125.67,1513965,125.56,125.76,125.31
07/12/2017,125.47,1993153,125.2,125.63,125.1
07/11/2017,124.58,1560180,124.53,124.73,123.83
07/10/2017,124.61,1404760,124.5,124.8299,124.355
07/07/2017,124.52,1710065,123.96,124.62,123.9
07/06/2017,123.66,1981844,124.44,124.55,123.56
07/05/2017,124.89,2167281,124.98,125.02,124.3947
07/03/2017,124.75,1645734,124.99,125.3,124.75
06/30/2017,124.45,1910023,124.76,124.9,124.3
06/29/2017,124.28,2354612,125.46,125.48,123.48
06/28/2017,125.28,2444525,124.77,125.41,124.59
06/27/2017,124.11,2386071,125.09,125.23,124.1
06/26/2017,125.14,2605863,125.45,125.69,124.95
06/23/2017,125.05,1829284,124.81,125.19,124.5848
06/22/2017,124.74,1639315,124.78,125.08,124.59
06/21/2017,124.69,3363753,125.11,125.2,124.51
06/20/2017,125.41,1359324,126.16,126.17,125.4
06/19/2017,126.27,1816505,125.67,126.35,125.67
06/16/2017,125.25,2018166,125.42,125.53,124.74
06/15/2017,125.33,2483525,124.77,125.345,124.625
06/14/2017,125.61,2584109,126,126.02,125.1
06/13/2017,125.79,1567671,125.52,125.84,125.32
06/12/2017,125.17,1973526,125.06,125.2,124.63
06/09/2017,125.19,2585549,125.48,126.02,124.45
06/08/2017,125.29,1826677,125.12,125.53,124.88
06/07/2017,125.07,1253344,125.12,125.24,124.68
06/06/2017,124.93,2981165,124.96,125.29,124.78
06/05/2017,125.25,1494087,125.42,125.5,125.22
06/02/2017,125.41,2839344,125.09,125.58,124.87
06/01/2017,125,1926665,124.17,125,123.96
05/31/2017,123.85,2043851,124.01,124.09,123.31
05/30/2017,123.89,1347610,123.87,124.058,123.71
05/26/2017,124.09,1320846,124,124.15,123.93
05/25/2017,124.11,1491778,123.9,124.268,123.785
05/24/2017,123.59,1552413,123.44,123.655,123.23
05/23/2017,123.23,1795034,123.25,123.3899,122.95
05/22/2017,123.02,1809625,122.67,123.0951,122.6352
05/19/2017,122.37,2143273,121.91,122.77,121.8159
05/18/2017,121.5,2883453,120.94,122.02,120.85
05/17/2017,121.14,3702630,122.31,122.56,121.07
05/16/2017,123.36,2126374,123.63,123.65,123.0699
05/15/2017,123.43,3097149,123.07,123.59,123.04
05/12/2017,122.77,1235294,122.91,122.91,122.595
05/11/2017,123.01,1499617,123.02,123.13,122.33
05/10/2017,123.37,1468633,123.09,123.38,122.93
05/09/2017,123.1,1845515,123.36,123.4261,122.85
05/08/2017,123.14,2150873,123.36,123.45,122.9
05/05/2017,123.33,2057662,122.95,123.33,122.68
05/04/2017,122.72,1564459,122.83,122.83,122.1601
05/03/2017,122.63,3690976,122.59,122.78,122.28
05/02/2017,122.93,1755917,123.09,123.25,122.7
05/01/2017,122.93,1983120,122.93,123.1942,122.62
04/28/2017,122.61,1795827,123.16,123.21,122.55
04/27/2017,123.02,1867979,123.12,123.21,122.69
04/26/2017,122.9,3080062,122.9,123.45,122.8546
04/25/2017,122.87,2145041,122.56,123.09,122.52
04/24/2017,122.11,2178736,122.17,122.2755,121.88
04/21/2017,120.83,2006530,121.21,121.21,120.61
04/20/2017,121.22,1783425,120.59,121.4299,120.3748
04/19/2017,120.23,1807013,120.72,120.92,120.0784
04/18/2017,120.33,1865431,120.2,120.565,119.85
04/17/2017,120.59,3198893,119.88,120.61,119.68
04/13/2017,119.55,2850692,120.15,120.56,119.55
04/12/2017,120.37,1967193,120.88,120.99,120.23
04/11/2017,120.99,2895446,120.87,121,120.0591
04/10/2017,121.03,1669447,121.04,121.51,120.7
04/07/2017,120.88,1997236,120.84,121.29,120.59
04/06/2017,120.97,2056066,120.69,121.26,120.38
04/05/2017,120.59,3905730,121.49,122.0199,120.441
04/04/2017,121.08,2462641,120.89,121.105,120.64
04/03/2017,121.02,3100553,121.45,121.5,120.33
03/31/2017,121.32,1815860,121.42,121.7155,121.26
03/30/2017,121.53,2076791,121.14,121.62,120.99
03/29/2017,121.08,3196243,120.88,121.23,120.58
03/28/2017,120.86,2698282,119.96,121.14,119.78
03/27/2017,120.02,2926414,119.18,120.19,118.89
03/24/2017,120.16,2305438,120.42,120.74,119.66
03/23/2017,120.69,2256112,120.66,121.39,120.4667
03/22/2017,120.73,2896531,120.48,120.91,120.1
03/21/2017,120.57,3352093,122.69,122.72,120.444
03/20/2017,122.2717,3239871,122.51,122.62,122.0708
03/17/2017,122.57,1973879,122.84,122.8848,122.45
03/16/2017,122.64,2050100,122.96,123,122.43
03/15/2017,122.79,1892208,121.98,123.04,121.8914
03/14/2017,121.69,2269367,121.87,121.87,121.24
03/13/2017,122.13,2002832,122.06,122.16,121.86
03/10/2017,122.04,2987470,122.19,122.25,121.4551
03/09/2017,121.6,3851237,121.6,121.8899,121.02
03/08/2017,121.54,2374575,121.99,122.18,121.47
03/07/2017,121.88,1612624,122.21,122.29,121.75
03/06/2017,122.27,1716274,122.48,122.48,121.9
03/03/2017,122.75,1651576,122.63,122.8,122.33
03/02/2017,122.65,2421496,123.42,123.42,122.61
03/01/2017,123.44,2874554,122.81,123.727,122.65
02/28/2017,121.8,2230944,122.18,122.18,121.61
02/27/2017,122.25,2624938,121.92,122.3554,121.74
02/24/2017,121.98,2962938,121.38,121.99,121.24
02/23/2017,121.78,2024884,122.21,122.23,121.32
02/22/2017,121.87,1973457,121.82,122.03,121.6807
02/21/2017,122.03,2422853,121.55,122.13,121.39
02/17/2017,121.31,1948464,120.66,121.31,120.66
02/16/2017,121.13,2034801,121.25,121.37,120.64
02/15/2017,121.24,1998197,120.57,121.35,120.45
02/14/2017,120.58,2051170,120.1,120.63,119.8501
02/13/2017,120.14,1985516,119.92,120.33,119.87
02/10/2017,119.54,1837815,119.29,119.7,119.21
02/09/2017,119.04,1635315,118.42,119.2063,118.38
02/08/2017,118.26,1835984,117.92,118.32,117.69
02/07/2017,118.13,3366041,118.43,118.53,117.96
02/06/2017,118.14,1598823,118.26,118.41,117.94
02/03/2017,118.42,1837427,117.99,118.5199,117.92
02/02/2017,117.53,1745298,117.21,117.72,117.02
02/01/2017,117.45,2614339,117.86,118.0401,117.07
01/31/2017,117.46,3308037,117,117.46,116.73
01/30/2017,117.36,3006114,117.73,117.8,116.68
01/27/2017,118.16,1479537,118.45,118.48,118.0236
01/26/2017,118.35,2178313,118.56,118.62,118.2299
01/25/2017,118.52,2427843,118.02,118.56,117.94
01/24/2017,117.51,2165873,116.82,117.74,116.74
01/23/2017,116.6,1938942,116.75,116.97,116.17
01/20/2017,116.91,2636088,116.84,117.23,116.59
01/19/2017,116.51,1857276,117.03,117.14,116.24
01/18/2017,116.97,1901749,116.8,117,116.48
01/17/2017,116.7,2583687,116.86,117.06,116.4741
01/13/2017,117.22,2031776,116.99,117.4,116.98
01/12/2017,116.93,2342398,117.04,117.04,116.01
01/11/2017,117.24,2751734,116.91,117.24,116.4898
01/10/2017,116.87,2055270,116.76,117.36,116.62
01/09/2017,116.78,2461641,117.1,117.1357,116.735
01/06/2017,117.23,2317598,117.02,117.515,116.64
01/05/2017,116.86,2604032,116.95,117.0886,116.4
01/04/2017,117.09,3228683,116.47,117.19,116.4151
01/03/2017,116.2,2731521,116.15,116.55,115.49
12/30/2016,115.32,2909885,116,116,114.959
12/29/2016,115.75,1622731,115.74,116.0299,115.47
12/28/2016,115.74,2591060,116.88,116.93,115.66
12/27/2016,116.71,3386851,116.57,116.9899,116.5
12/23/2016,116.42,2325647,116.23,116.42,116.13
12/22/2016,116.24,3105773,116.42,116.51,115.9839
12/21/2016,116.54,2248674,116.87,116.92,116.54
12/20/2016,116.87,2942507,116.88,116.93,116.604
12/19/2016,117.1,2405746,116.96,117.32,116.8
12/16/2016,116.77,1991624,117.27,117.3799,116.59
12/15/2016,116.95,3342572,116.56,117.53,116.5
12/14/2016,116.47,3885386,117.48,117.73,116.23
12/13/2016,117.53,4394078,117.3,117.79,117.13
12/12/2016,116.85,4224609,117.12,117.35,116.59
12/09/2016,117.15,2310199,116.77,117.15,116.62
12/08/2016,116.52,2679608,116.18,116.849,115.97
12/07/2016,116.1,3999813,114.63,116.19,114.51
12/06/2016,114.68,2355537,114.34,114.705,114.02
12/05/2016,114.1,3843047,113.9,114.37,113.77
12/02/2016,113.31,1755683,113.34,113.67,113.15
12/01/2016,113.31,2601208,114.03,114.03,113.0748
11/30/2016,113.78,4406315,114.47,114.55,113.78
11/29/2016,114.05,1544241,113.9,114.35,113.68
11/28/2016,113.89,1849844,114.32,114.41,113.8
11/25/2016,114.55,889818,114.35,114.55,114.21
11/23/2016,114.11,1818703,113.72,114.12,113.49
11/22/2016,113.95,2673632,113.88,114.0399,113.44
11/21/2016,113.62,2493391,113.12,113.63,112.87
11/18/2016,112.77,2298222,113.05,113.12,112.6666
11/17/2016,112.98,1874881,112.53,113.0354,112.35
11/16/2016,112.41,7113854,112.37,112.5301,112.135
11/15/2016,112.57,6036734,112.04,112.6,111.76
11/14/2016,111.7,5234031,111.78,112.05,111.2899
11/11/2016,111.41,4005082,111,111.51,110.69
11/10/2016,111.37,5082488,111.59,112.13,110.48
11/09/2016,110.98,6481988,108.77,111.3299,108.5
11/08/2016,109.62,2073533,109.01,109.99,108.73
11/07/2016,109.15,2527542,108.41,109.17,108.21
11/04/2016,106.79,2805434,106.89,107.51,106.69
11/03/2016,106.86,2096478,107.42,107.63,106.71
11/02/2016,107.33,2957352,107.87,108.08,107.11
11/01/2016,108.08,3169631,109.1,109.1899,107.39
10/31/2016,108.89,1913599,109.05,109.205,108.805
10/28/2016,108.82,2867139,109.11,109.56,108.47
10/27/2016,109.18,1598105,110,110,109.08
10/26/2016,109.55,1827446,109.47,109.965,109.26
10/25/2016,109.88,2079081,110.25,110.33,109.79
10/24/2016,110.35,2004855,110.39,110.6,110.126
10/21/2016,109.8,1234425,109.41,109.895,109.2
10/20/2016,109.84,2016977,109.9,110.17,109.42
10/19/2016,110.05,1408192,109.94,110.25,109.62
10/18/2016,109.7,1635171,109.92,110.025,109.5
10/17/2016,109.06,2507710,109.38,109.54,108.94
10/14/2016,109.37,2673995,110,110.32,109.36
10/13/2016,109.4,1985828,109.01,109.7191,108.479
10/12/2016,109.79,1849460,109.78,110.13,109.4554
10/11/2016,109.66,1996923,110.94,110.95,109.24
10/10/2016,111.14,1134953,111.1,111.44,111
10/07/2016,110.54,1770623,111.15,111.23,110.06
10/06/2016,110.96,1067724,110.75,111.09,110.39
10/05/2016,110.92,2119012,110.78,111.22,110.59
10/04/2016,110.49,2701097,111.12,111.22,110.1
10/03/2016,110.99,2207290,111.09,111.23,110.63
09/30/2016,111.33,1722522,110.97,111.71,110.75
09/29/2016,110.46,2037242,111.48,111.6165,110.165
09/28/2016,111.55,1439932,111.06,111.6,110.4599
09/27/2016,110.9,1292436,110.23,110.95,109.99
09/26/2016,110.27,2136727,110.64,110.87,110.21
09/23/2016,111.15,1532049,111.59,111.68,111.114
09/22/2016,111.79,1525236,111.63,111.9238,111.53
09/21/2016,110.98,1971782,110.11,111.075,109.71
09/20/2016,109.72,1603438,110.29,110.33,109.69
09/19/2016,109.77,3430163,110.19,110.5,109.52
09/16/2016,109.61,2779419,109.75,109.77,109.22
09/15/2016,110.05,2960400,108.86,110.25,108.74
09/14/2016,108.93,2041601,109.05,109.71,108.6074
09/13/2016,108.92,5122120,109.95,110.01,108.57
09/12/2016,111.19,3043615,109.19,111.4,109.0519
09/09/2016,109.655,3336687,111.72,111.725,109.65
09/08/2016,112.46,1152485,112.57,112.67,112.26
09/07/2016,112.75,1589960,112.54,112.75,112.29
09/06/2016,112.6,4111468,112.46,112.62,112.02
09/02/2016,112.28,1563214,112.19,112.51,111.92
09/01/2016,111.71,1670925,111.77,111.89,110.97
08/31/2016,111.65,1393720,111.88,111.9,111.2
08/30/2016,111.97,1534618,112.16,112.3,111.66
08/29/2016,112.15,1069551,111.72,112.3336,111.7
08/26/2016,111.54,1851082,111.87,112.548,111.05
08/25/2016,111.77,1205186,111.7,112.07,111.55
08/24/2016,111.84,2267769,112.43,112.46,111.591
08/23/2016,112.47,3252630,112.48,112.78,112.44
08/22/2016,112.17,1101994,112.04,112.25,111.77
08/19/2016,112.14,1000647,112,112.227,111.725
08/18/2016,112.3,972066,111.92,112.3,111.71
08/17/2016,111.95,2791630,111.84,112.03,111.27
08/16/2016,111.81,1228602,112.23,112.24,111.81
08/15/2016,112.45,1442833,112.29,112.644,112.07
08/12/2016,112.04,1542918,111.97,112.17,111.7612
08/11/2016,112.15,1378235,111.98,112.2599,111.73
08/10/2016,111.59,1259054,111.94,112.046,111.42
08/09/2016,111.92,1032517,111.94,112.18,111.75
08/08/2016,111.82,1238769,111.99,112.12,111.69
08/05/2016,111.89,1379391,111.42,111.92,111.3236
08/04/2016,110.97,1113556,110.85,111.18,110.69
08/03/2016,110.84,1353615,110.39,110.86,110.21
08/02/2016,110.43,2473889,111.19,111.23,109.95
08/01/2016,111.27,2093441,111.4,111.67,111
07/29/2016,111.42,1638362,111.09,111.615,110.82
07/28/2016,111.16,1945813,110.89,111.375,110.66
07/27/2016,111.02,1977540,111.41,111.4242,110.56
07/26/2016,111.15,1432344,111.06,111.3399,110.63
07/25/2016,111.03,1394254,111.24,111.27,110.69
07/22/2016,111.32,3546728,110.9,111.36,110.71
07/21/2016,110.79,3393449,111.18,111.29,110.515
07/20/2016,111.23,1135536,110.68,111.33,110.66
07/19/2016,110.64,3154201,110.62,110.7465,110.4
07/18/2016,110.86,1359999,110.65,110.93,110.4388
07/15/2016,110.55,1384744,110.89,110.97,110.29
07/14/2016,110.67,1561054,110.72,110.99,110.46
07/13/2016,110.14,1485741,110.43,110.5,109.8133
07/12/2016,110.2,3222809,109.88,110.3973,109.68
07/11/2016,109.29,3868184,109.19,109.62,109
07/08/2016,108.84,2361512,107.91,108.99,107.86
07/07/2016,107.17,1669822,107.37,107.7699,106.75
07/06/2016,107.22,1767173,106.2,107.2599,105.88
07/05/2016,106.57,3019862,106.94,107,106.14
07/01/2016,107.37,2938114,107.1,107.75,107.07
06/30/2016,107.16,5552283,106.01,107.2,105.6199
06/29/2016,105.71,2635469,104.68,105.8299,104.65
06/28/2016,103.85,7569452,103.08,103.86,102.83
06/27/2016,101.98,5217029,103.22,103.23,101.51
06/24/2016,104.04,7370123,104.12,105.9424,103.86
06/23/2016,107.98,1617859,107.42,107.9999,107.14
06/22/2016,106.51,2002259,106.8,107.28,106.44
06/21/2016,106.75,2248553,106.8,106.99,106.3946
06/20/2016,106.52,2403220,106.93,107.39,106.46
06/17/2016,105.8,1713104,106.12,106.12,105.39
06/16/2016,106.15,1884486,105.3,106.18,104.7
